ts,potus
2018-12-20 22:54:41,1
2018-12-20 22:54:40,1
2018-12-20 22:28:47,1
2018-12-20 22:28:45,1
2018-12-20 22:03:58,1
2018-12-20 21:24:28,1
2018-12-20 20:19:00,1
2018-12-20 19:43:16,1
2018-12-20 19:38:38,1
2018-12-20 19:38:31,1
2018-12-20 18:51:06,1
2018-12-20 11:43:51,1
2018-12-20 00:49:19,1
2018-12-19 23:11:34,1
2018-12-19 17:22:33,1
2018-12-19 16:20:24,1
2018-12-19 16:20:22,1
2018-12-19 16:20:20,1
2018-12-19 15:26:24,1
2018-12-19 15:26:18,1
2018-12-19 13:44:03,1
2018-12-19 02:19:03,1
2018-12-19 02:19:02,1
2018-12-18 22:43:49,1
2018-12-18 22:22:24,1
2018-12-18 18:19:29,1
2018-12-18 17:35:31,1
2018-12-18 16:54:40,1
2018-12-18 16:53:54,1
2018-12-18 15:17:05,1
2018-12-18 12:58:43,1
2018-12-17 21:14:53,1
2018-12-17 18:54:01,1
2018-12-17 16:08:09,1
2018-12-17 13:41:25,1
2018-12-17 13:03:48,1
2018-12-16 22:37:25,1
2018-12-15 15:38:33,1
2018-12-15 14:44:33,1
2018-12-15 14:44:32,1
2018-12-15 02:17:24,1
2018-12-15 02:15:07,1
2018-12-15 02:15:06,1
2018-12-14 23:44:24,1
2018-12-14 22:31:42,1
2018-12-14 18:24:50,1
2018-12-14 18:18:39,1
2018-12-14 18:18:37,1
2018-12-14 17:58:30,1
2018-12-14 16:43:32,1
2018-12-14 16:36:26,1
2018-12-14 15:58:47,1
2018-12-14 00:33:55,1
2018-12-13 22:40:31,1
2018-12-13 21:24:25,1
2018-12-13 20:25:40,1
2018-12-13 18:15:04,1
2018-12-13 17:26:05,1
2018-12-13 16:47:33,1
2018-12-13 15:10:40,1
2018-12-13 12:45:35,1
2018-12-13 01:29:27,1
2018-12-12 23:53:36,1
2018-12-12 23:51:08,1
2018-12-12 23:22:36,1
2018-12-12 22:28:50,1
2018-12-12 21:36:26,1
2018-12-12 18:52:18,1
2018-12-12 14:12:30,1
2018-12-12 12:53:26,1
2018-12-12 12:53:23,1
2018-12-11 23:21:20,1
2018-12-11 23:21:18,1
2018-12-11 23:17:33,1
2018-12-11 22:09:52,1
2018-12-11 19:25:27,1
2018-12-11 19:25:25,1
2018-12-11 16:22:13,1
2018-12-10 20:40:36,1
2018-12-08 23:31:53,1
2018-12-08 23:23:26,1
2018-12-08 20:57:15,1
2018-12-08 19:09:44,1
2018-12-08 14:22:13,1
2018-12-08 14:22:11,1
2018-12-08 04:08:12,1
2018-12-07 23:27:31,1
2018-12-07 23:07:59,1
2018-12-07 19:39:55,1
2018-12-07 18:49:36,1
2018-12-07 17:34:39,1
2018-12-07 16:19:41,1
2018-12-07 16:19:40,1
2018-12-07 16:19:38,1
2018-12-07 16:04:14,1
2018-12-07 15:33:22,1
2018-12-07 14:48:17,1
2018-12-07 13:24:49,1
2018-12-07 00:59:30,1
2018-12-07 00:59:24,1
2018-12-06 23:38:31,1
2018-12-06 21:41:14,1
2018-12-06 17:08:25,1
2018-12-06 03:33:37,1
2018-12-06 02:25:55,1
2018-12-06 00:09:30,1
2018-12-05 16:45:36,1
2018-12-05 14:45:56,1
2018-12-05 13:58:16,1
2018-12-05 13:52:02,1
2018-12-05 13:52:01,1
2018-12-05 00:57:27,1
2018-12-05 00:23:51,1
2018-12-05 00:23:49,1
2018-12-04 22:57:06,1
2018-12-04 22:57:05,1
2018-12-04 19:13:15,1
2018-12-04 17:46:34,1
2018-12-04 14:56:55,1
2018-12-04 14:56:54,1
2018-12-04 14:23:53,1
2018-12-04 02:23:03,1
2018-12-03 19:43:30,1
2018-12-03 16:38:36,1
2018-12-03 13:46:01,1
2018-12-03 13:32:28,1
2018-12-03 13:32:26,1
2018-12-03 13:11:27,1
2018-12-03 13:11:23,1
2018-12-02 20:17:44,1
2018-12-02 15:01:07,1
2018-12-01 15:26:38,1
2018-12-01 15:23:33,1
2018-12-01 15:23:32,1
2018-12-01 05:50:26,1
2018-12-01 02:04:28,1
2018-12-01 00:45:08,1
2018-11-30 22:35:38,1
2018-11-30 21:08:36,1
2018-11-30 20:20:17,1
2018-11-30 20:04:28,1
2018-11-30 19:15:38,1
2018-11-30 17:31:46,1
2018-11-30 15:07:47,1
2018-11-30 13:54:05,1
2018-11-30 13:54:03,1
2018-11-30 13:15:46,1
2018-11-30 12:18:25,1
2018-11-30 03:32:25,1
2018-11-30 01:42:43,1
2018-11-30 01:23:31,1
2018-11-29 23:20:46,1
2018-11-29 22:48:47,1
2018-11-29 20:06:40,1
2018-11-29 18:34:13,1
2018-11-29 17:39:21,1
2018-11-29 17:01:56,1
2018-11-29 16:45:20,1
2018-11-29 16:35:39,1
2018-11-29 16:35:37,1
2018-11-29 15:26:15,1
2018-11-29 12:33:07,1
2018-11-28 23:43:07,1
2018-11-28 23:33:29,1
2018-11-28 21:52:44,1
2018-11-28 19:13:26,1
2018-11-28 14:50:13,1
2018-11-28 14:45:31,1
2018-11-28 14:21:33,1
2018-11-28 14:14:09,1
2018-11-27 22:59:18,1
2018-11-27 19:32:31,1
2018-11-27 19:13:43,1
2018-11-27 16:51:48,1
2018-11-27 01:42:56,1
2018-11-27 01:42:53,1
2018-11-27 01:42:52,1
2018-11-27 00:50:57,1
2018-11-26 19:46:39,1
2018-11-26 18:30:40,1
2018-11-26 14:53:21,1
2018-11-26 14:07:36,1
2018-11-25 13:47:43,1
2018-11-25 13:29:32,1
2018-11-25 13:17:52,1
2018-11-25 12:15:08,1
2018-11-24 22:04:35,1
2018-11-24 22:04:22,1
2018-11-23 23:49:05,1
2018-11-23 12:58:01,1
2018-11-22 21:27:12,1
2018-11-22 19:22:17,1
2018-11-22 17:05:25,1
2018-11-22 15:18:24,1
2018-11-22 15:18:18,1
2018-11-22 14:43:33,1
2018-11-22 14:43:27,1
2018-11-22 13:43:19,1
2018-11-22 01:25:25,1
2018-11-21 21:32:19,1
2018-11-21 20:40:41,1
2018-11-21 19:22:16,1
2018-11-21 17:31:40,1
2018-11-21 16:05:11,1
2018-11-21 13:23:37,1
2018-11-21 01:03:17,1
2018-11-20 20:31:18,1
2018-11-20 19:45:01,1
2018-11-20 18:18:04,1
2018-11-20 17:44:24,1
2018-11-20 16:53:54,1
2018-11-20 14:54:13,1
2018-11-20 04:20:29,1
2018-11-19 23:22:33,1
2018-11-19 21:33:27,1
2018-11-19 20:56:19,1
2018-11-19 20:39:51,1
2018-11-19 20:06:09,1
2018-11-19 19:31:31,1
2018-11-19 19:11:47,1
2018-11-19 19:06:35,1
2018-11-19 18:12:04,1
2018-11-19 17:41:32,1
2018-11-19 16:08:39,1
2018-11-19 14:49:37,1
2018-11-19 01:33:58,1
2018-11-18 19:25:01,1
2018-11-18 17:31:19,1
2018-11-18 02:51:08,1
2018-11-17 18:56:25,1
2018-11-17 16:43:13,1
2018-11-17 16:43:11,1
2018-11-17 03:14:49,1
2018-11-17 00:44:42,1
2018-11-17 00:44:41,1
2018-11-16 23:33:31,1
2018-11-16 22:46:52,1
2018-11-16 22:22:36,1
2018-11-16 22:22:34,1
2018-11-16 21:49:05,1
2018-11-16 21:48:59,1
2018-11-16 21:46:18,1
2018-11-16 21:27:27,1
2018-11-16 21:06:09,1
2018-11-16 21:06:07,1
2018-11-16 20:35:12,1
2018-11-16 19:38:11,1
2018-11-16 18:34:48,1
2018-11-16 17:52:33,1
2018-11-16 17:31:18,1
2018-11-16 16:44:19,1
2018-11-15 23:57:52,1
2018-11-15 22:38:42,1
2018-11-15 22:33:47,1
2018-11-15 20:42:31,1
2018-11-15 20:35:21,1
2018-11-15 20:08:57,1
2018-11-15 20:01:44,1
2018-11-15 19:42:40,1
2018-11-15 18:48:15,1
2018-11-15 17:17:19,1
2018-11-15 16:19:17,1
2018-11-15 15:55:37,1
2018-11-15 01:14:27,1
2018-11-14 23:27:45,1
2018-11-14 23:27:36,1
2018-11-14 22:50:18,1
2018-11-14 22:29:14,1
2018-11-14 22:11:40,1
2018-11-14 21:39:48,1
2018-11-14 19:58:46,1
2018-11-14 19:46:52,1
2018-11-14 19:29:32,1
2018-11-14 01:07:28,1
2018-11-13 22:37:33,1
2018-11-13 21:38:59,1
2018-11-13 21:36:19,1
2018-11-13 21:21:52,1
2018-11-13 21:04:56,1
2018-11-13 19:39:58,1
2018-11-13 18:33:30,1
2018-11-13 17:08:24,1
2018-11-13 15:51:18,1
2018-11-13 01:23:14,1
2018-11-13 01:21:35,1
2018-11-12 22:36:55,1
2018-11-12 18:27:27,1
2018-11-12 18:14:14,1
2018-11-12 16:32:16,1
2018-11-12 16:32:11,1
2018-11-12 14:34:37,1
2018-11-12 14:34:36,1
2018-11-12 14:34:29,1
2018-11-12 04:38:52,1
2018-11-11 21:38:23,1
2018-11-11 19:47:05,1
2018-11-11 17:49:28,1
2018-11-11 16:05:21,1
2018-11-11 15:07:54,1
2018-11-11 14:53:40,1
2018-11-11 14:17:20,1
2018-11-11 12:28:08,1
2018-11-10 23:31:26,1
2018-11-10 22:53:28,1
2018-11-10 22:21:27,1
2018-11-10 22:20:38,1
2018-11-10 19:07:37,1
2018-11-10 15:14:42,1
2018-11-10 14:13:36,1
2018-11-10 09:26:47,1
2018-11-10 02:30:27,1
2018-11-09 20:38:27,1
2018-11-09 19:42:19,1
2018-11-09 19:23:51,1
2018-11-09 18:22:21,1
2018-11-09 17:33:16,1
2018-11-09 16:59:52,1
2018-11-09 15:41:12,1
2018-11-09 01:44:10,1
2018-11-08 20:22:04,1
2018-11-08 18:12:30,1
2018-11-08 17:45:54,1
2018-11-08 16:31:27,1
2018-11-07 21:31:40,1
2018-11-07 19:45:23,1
2018-11-07 19:45:21,1
2018-11-07 19:45:07,1
2018-11-07 16:57:35,1
2018-11-07 15:39:48,1
2018-11-06 22:44:25,1
2018-11-06 21:31:51,1
2018-11-06 20:36:49,1
2018-11-06 18:05:24,1
2018-11-06 16:04:35,1
2018-11-06 01:16:10,1
2018-11-05 21:14:20,1
2018-11-05 18:33:56,1
2018-11-04 23:16:34,1
2018-11-04 21:11:38,1
2018-11-04 19:52:39,1
2018-11-03 20:36:28,1
2018-11-03 15:13:55,1
2018-11-02 22:08:34,1
2018-11-02 21:00:03,1
2018-11-02 19:32:30,1
2018-11-02 17:34:37,1
2018-11-02 15:26:16,1
2018-11-02 13:41:45,1
2018-11-01 23:25:48,1
2018-11-01 22:30:20,1
2018-11-01 21:17:57,1
2018-11-01 20:55:21,1
2018-11-01 20:52:46,1
2018-11-01 20:20:04,1
2018-11-01 20:10:24,1
2018-11-01 17:49:41,1
2018-11-01 16:24:30,1
2018-11-01 14:57:52,1
2018-11-01 14:10:00,1
2018-10-31 22:22:05,1
2018-10-31 22:22:03,1
2018-10-31 20:20:29,1
2018-10-31 18:50:54,1
2018-10-31 18:41:20,1
2018-10-31 18:14:38,1
2018-10-31 17:23:37,1
2018-10-31 15:27:37,1
2018-10-31 14:09:14,1
2018-10-31 13:26:08,1
2018-10-31 13:12:09,1
2018-10-31 13:06:16,1
2018-10-31 12:46:33,1
2018-10-31 01:09:31,1
2018-10-30 15:11:52,1
2018-10-29 19:11:44,1
2018-10-29 18:29:17,1
2018-10-29 18:21:31,1
2018-10-29 17:11:23,1
2018-10-29 12:37:40,1
2018-10-27 19:57:45,1
2018-10-27 19:44:51,1
2018-10-27 19:36:26,1
2018-10-27 19:22:11,1
2018-10-27 16:31:32,1
2018-10-27 16:01:48,1
2018-10-27 15:57:39,1
2018-10-27 01:21:01,1
2018-10-26 23:56:57,1
2018-10-26 23:16:14,1
2018-10-26 19:38:27,1
2018-10-26 18:49:21,1
2018-10-26 18:49:19,1
2018-10-26 18:00:05,1
2018-10-26 17:25:55,1
2018-10-26 16:01:16,1
2018-10-26 15:56:11,1
2018-10-26 15:45:43,1
2018-10-26 15:42:06,1
2018-10-26 15:39:26,1
2018-10-26 15:02:35,1
2018-10-26 13:49:22,1
2018-10-26 02:30:06,1
2018-10-26 00:36:03,1
2018-10-25 23:22:12,1
2018-10-25 23:20:26,1
2018-10-25 23:15:11,1
2018-10-25 22:23:07,1
2018-10-25 19:34:09,1
2018-10-25 19:05:47,1
2018-10-25 19:05:46,1
2018-10-25 19:05:40,1
2018-10-25 19:05:37,1
2018-10-25 18:42:33,1
2018-10-25 17:57:16,1
2018-10-25 16:30:48,1
2018-10-25 14:33:43,1
2018-10-25 14:06:20,1
2018-10-24 18:56:57,1
2018-10-24 16:07:20,1
2018-10-24 12:20:58,1
2018-10-24 11:55:31,1
2018-10-23 23:44:11,1
2018-10-23 21:44:24,1
2018-10-23 21:28:33,1
2018-10-23 21:28:30,1
2018-10-23 19:37:19,1
2018-10-23 19:37:16,1
2018-10-23 18:02:10,1
2018-10-23 16:44:48,1
2018-10-22 18:01:24,1
2018-10-22 17:53:38,1
2018-10-22 12:59:35,1
2018-10-20 17:33:30,1
2018-10-20 17:33:03,1
2018-10-20 17:32:20,1
2018-10-20 00:08:07,1
2018-10-19 18:46:29,1
2018-10-19 15:50:12,1
2018-10-18 21:51:26,1
2018-10-18 16:19:30,1
2018-10-17 23:50:55,1
2018-10-17 22:04:50,1
2018-10-17 21:29:48,1
2018-10-17 21:25:20,1
2018-10-17 20:12:40,1
2018-10-17 20:08:38,1
2018-10-17 18:58:12,1
2018-10-17 18:47:40,1
2018-10-17 18:41:35,1
2018-10-17 18:22:07,1
2018-10-17 17:53:47,1
2018-10-17 17:42:19,1
2018-10-17 17:41:12,1
2018-10-17 17:30:39,1
2018-10-17 17:19:47,1
2018-10-17 17:02:12,1
2018-10-17 16:32:40,1
2018-10-17 16:11:53,1
2018-10-17 15:49:49,1
2018-10-17 15:49:47,1
2018-10-17 15:19:34,1
2018-10-17 14:57:59,1
2018-10-17 01:25:35,1
2018-10-17 01:25:32,1
2018-10-17 00:08:22,1
2018-10-16 23:56:34,1
2018-10-16 17:20:28,1
2018-10-16 15:44:18,1
2018-10-16 15:35:50,1
2018-10-16 15:17:25,1
2018-10-16 14:13:11,1
2018-10-16 13:09:51,1
2018-10-16 13:09:48,1
2018-10-16 00:27:14,1
2018-10-15 22:24:48,1
2018-10-15 22:10:50,1
2018-10-15 17:38:30,1
2018-10-15 15:52:18,1
2018-10-15 15:46:30,1
2018-10-15 15:06:24,1
2018-10-15 13:49:32,1
2018-10-15 12:25:59,1
2018-10-13 20:54:17,1
2018-10-13 14:51:40,1
2018-10-13 14:28:41,1
2018-10-13 14:07:17,1
2018-10-13 13:34:34,1
2018-10-13 13:33:10,1
2018-10-12 22:15:51,1
2018-10-12 22:11:36,1
2018-10-12 20:41:40,1
2018-10-12 20:21:04,1
2018-10-12 19:14:32,1
2018-10-12 19:14:26,1
2018-10-12 18:10:32,1
2018-10-12 16:17:26,1
2018-10-12 13:59:58,1
2018-10-12 13:46:19,1
2018-10-11 23:11:32,1
2018-10-11 19:41:40,1
2018-10-11 19:16:33,1
2018-10-11 18:49:53,1
2018-10-11 18:42:57,1
2018-10-11 18:01:42,1
2018-10-11 16:59:47,1
2018-10-11 16:00:54,1
2018-10-11 01:37:18,1
2018-10-11 01:37:18,1
2018-10-10 20:17:25,1
2018-10-10 20:07:25,1
2018-10-10 19:24:38,1
2018-10-10 19:24:29,1
2018-10-10 16:07:40,1
2018-10-10 13:01:52,1
2018-10-10 13:01:22,1
2018-10-10 02:29:27,1
2018-10-09 22:18:38,1
2018-10-09 19:10:45,1
2018-10-09 18:51:35,1
2018-10-09 17:05:59,1
2018-10-09 16:52:42,1
2018-10-09 16:08:11,1
2018-10-09 16:01:07,1
2018-10-09 16:01:05,1
2018-10-09 14:19:42,1
2018-10-09 10:46:59,1
2018-10-09 01:37:22,1
2018-10-09 00:45:05,1
2018-10-09 00:07:46,1
2018-10-08 23:44:06,1
2018-10-08 23:43:06,1
2018-10-08 23:03:04,1
2018-10-08 19:44:40,1
2018-10-08 19:38:43,1
2018-10-08 19:28:32,1
2018-10-08 19:04:34,1
2018-10-08 18:57:31,1
2018-10-08 18:37:34,1
2018-10-08 18:33:52,1
2018-10-08 17:18:05,1
2018-10-08 17:00:23,1
2018-10-08 15:32:34,1
2018-10-08 15:20:54,1
2018-10-08 13:38:38,1
2018-10-07 17:06:25,1
2018-10-07 14:44:02,1
2018-10-06 20:41:40,1
2018-10-06 17:31:39,1
2018-10-06 16:10:33,1
2018-10-05 23:02:55,1
2018-10-05 20:41:21,1
2018-10-05 16:51:09,1
2018-10-05 16:50:53,1
2018-10-05 15:01:11,1
2018-10-05 13:32:25,1
2018-10-05 13:07:03,1
2018-10-04 19:30:32,1
2018-10-04 19:20:16,1
2018-10-04 17:38:56,1
2018-10-04 16:04:42,1
2018-10-04 15:51:57,1
2018-10-04 14:01:41,1
2018-10-04 13:36:19,1
2018-10-04 12:18:43,1
2018-10-04 02:29:25,1
2018-10-04 00:02:17,1
2018-10-03 23:28:45,1
2018-10-03 21:57:57,1
2018-10-03 20:55:52,1
2018-10-03 18:19:08,1
2018-10-03 18:10:55,1
2018-10-03 17:56:47,1
2018-10-03 16:11:33,1
2018-10-03 14:13:25,1
2018-10-03 13:05:03,1
2018-10-03 03:58:18,1
2018-10-02 21:00:01,1
2018-10-02 20:23:03,1
2018-10-02 19:33:31,1
2018-10-02 18:38:02,1
2018-10-02 18:22:23,1
2018-10-02 17:23:35,1
2018-10-02 16:20:14,1
2018-10-02 16:13:41,1
2018-10-02 15:50:38,1
2018-10-02 15:17:24,1
2018-10-02 15:03:14,1
2018-10-02 14:28:26,1
2018-10-02 01:05:10,1
2018-10-02 01:05:09,1
2018-10-01 21:53:02,1
2018-10-01 21:36:31,1
2018-10-01 21:11:35,1
2018-10-01 20:29:33,1
2018-10-01 19:01:34,1
2018-10-01 16:32:43,1
2018-10-01 16:14:39,1
2018-10-01 15:59:38,1
2018-10-01 15:09:37,1
2018-10-01 12:27:50,1
2018-10-01 12:09:11,1
2018-09-30 02:51:58,1
2018-09-30 02:51:57,1
2018-09-30 02:51:51,1
2018-09-29 14:33:34,1
2018-09-29 00:28:22,1
2018-09-28 20:26:26,1
2018-09-28 19:59:48,1
2018-09-28 17:08:17,1
2018-09-28 14:55:42,1
2018-09-28 00:42:29,1
2018-09-27 22:48:20,1
2018-09-27 22:16:49,1
2018-09-27 18:08:14,1
2018-09-27 16:05:01,1
2018-09-27 13:35:49,1
2018-09-27 11:52:58,1
2018-09-27 11:52:48,1
2018-09-27 00:39:23,1
2018-09-27 00:00:21,1
2018-09-26 22:52:37,1
2018-09-26 22:47:26,1
2018-09-26 22:33:38,1
2018-09-26 21:01:16,1
2018-09-26 20:53:18,1
2018-09-26 20:42:32,1
2018-09-26 20:35:25,1
2018-09-26 19:19:43,1
2018-09-26 17:43:20,1
2018-09-26 17:31:55,1
2018-09-26 17:31:42,1
2018-09-26 16:11:34,1
2018-09-26 15:52:35,1
2018-09-26 15:31:37,1
2018-09-26 14:17:43,1
2018-09-26 01:12:56,1
2018-09-25 23:14:27,1
2018-09-25 22:07:54,1
2018-09-25 20:28:24,1
2018-09-25 20:20:37,1
2018-09-25 20:02:56,1
2018-09-25 19:53:33,1
2018-09-25 17:34:35,1
2018-09-25 17:20:44,1
2018-09-25 16:54:31,1
2018-09-25 16:38:22,1
2018-09-25 16:36:58,1
2018-09-25 16:24:30,1
2018-09-25 15:59:35,1
2018-09-25 15:33:56,1
2018-09-25 15:28:25,1
2018-09-25 14:44:25,1
2018-09-25 14:19:30,1
2018-09-25 00:39:31,1
2018-09-25 00:23:55,1
2018-09-24 23:42:36,1
2018-09-24 23:00:31,1
2018-09-24 22:34:22,1
2018-09-24 21:47:56,1
2018-09-24 21:39:48,1
2018-09-24 21:34:11,1
2018-09-24 21:31:29,1
2018-09-24 21:24:20,1
2018-09-24 21:18:08,1
2018-09-24 20:54:40,1
2018-09-24 20:44:12,1
2018-09-24 20:27:35,1
2018-09-24 16:56:50,1
2018-09-24 15:43:25,1
2018-09-24 14:05:02,1
2018-09-24 14:05:00,1
2018-09-24 14:04:58,1
2018-09-24 12:35:54,1
2018-09-22 19:43:29,1
2018-09-22 15:07:08,1
2018-09-22 14:02:44,1
2018-09-21 21:47:50,1
2018-09-21 21:46:24,1
2018-09-21 21:46:15,1
2018-09-21 20:52:50,1
2018-09-21 19:41:55,1
2018-09-21 16:23:22,1
2018-09-21 13:30:45,1
2018-09-21 13:15:42,1
2018-09-21 05:20:38,1
2018-09-21 00:03:59,1
2018-09-20 22:42:21,1
2018-09-20 21:56:04,1
2018-09-20 18:35:14,1
2018-09-20 18:18:21,1
2018-09-20 17:40:20,1
2018-09-20 13:35:11,1
2018-09-20 00:50:54,1
2018-09-20 00:12:23,1
2018-09-19 23:48:31,1
2018-09-19 21:31:17,1
2018-09-19 19:32:15,1
2018-09-19 18:04:23,1
2018-09-19 17:50:10,1
2018-09-19 16:29:41,1
2018-09-19 11:45:58,1
2018-09-18 23:43:33,1
2018-09-18 22:11:25,1
2018-09-18 21:29:48,1
2018-09-18 21:21:29,1
2018-09-18 20:22:34,1
2018-09-18 19:43:35,1
2018-09-18 19:34:38,1
2018-09-18 19:29:44,1
2018-09-18 18:23:04,1
2018-09-18 18:19:54,1
2018-09-18 17:31:58,1
2018-09-18 16:02:48,1
2018-09-18 15:56:54,1
2018-09-18 15:51:59,1
2018-09-18 15:51:55,1
2018-09-18 15:25:54,1
2018-09-18 13:28:44,1
2018-09-18 00:22:21,1
2018-09-18 00:17:23,1
2018-09-17 21:56:50,1
2018-09-17 21:24:02,1
2018-09-17 20:43:24,1
2018-09-17 20:20:58,1
2018-09-17 19:53:15,1
2018-09-17 18:26:21,1
2018-09-17 17:54:17,1
2018-09-17 15:32:59,1
2018-09-15 22:42:58,1
2018-09-15 20:44:36,1
2018-09-15 20:32:54,1
2018-09-15 20:32:48,1
2018-09-15 01:47:16,1
2018-09-15 00:46:57,1
2018-09-14 23:57:27,1
2018-09-14 22:18:11,1
2018-09-14 22:18:07,1
2018-09-14 22:18:04,1
2018-09-14 22:18:02,1
2018-09-14 22:17:59,1
2018-09-14 22:17:57,1
2018-09-14 22:17:55,1
2018-09-14 22:17:53,1
2018-09-14 14:23:03,1
2018-09-14 12:34:41,1
2018-09-13 23:31:21,1
2018-09-13 19:17:49,1
2018-09-13 19:17:44,1
2018-09-13 17:53:38,1
2018-09-13 17:27:33,1
2018-09-13 17:27:22,1
2018-09-13 15:54:28,1
2018-09-13 15:24:33,1
2018-09-13 12:28:00,1
2018-09-12 23:28:16,1
2018-09-12 23:21:39,1
2018-09-12 22:23:55,1
2018-09-12 21:25:53,1
2018-09-12 19:23:05,1
2018-09-12 19:20:48,1
2018-09-12 19:20:47,1
2018-09-12 16:41:18,1
2018-09-12 16:41:11,1
2018-09-12 15:47:28,1
2018-09-12 13:59:07,1
2018-09-12 12:20:10,1
2018-09-12 00:21:24,1
2018-09-11 23:33:30,1
2018-09-11 22:49:27,1
2018-09-11 21:05:02,1
2018-09-11 20:18:33,1
2018-09-11 17:49:36,1
2018-09-11 17:42:20,1
2018-09-11 17:13:27,1
2018-09-11 16:17:38,1
2018-09-11 15:41:45,1
2018-09-11 15:33:24,1
2018-09-11 15:23:44,1
2018-09-11 14:20:06,1
2018-09-11 13:44:12,1
2018-09-11 13:00:04,1
2018-09-11 12:48:52,1
2018-09-11 12:26:15,1
2018-09-11 11:53:36,1
2018-09-11 11:51:23,1
2018-09-11 11:13:20,1
2018-09-10 23:36:43,1
2018-09-10 23:28:07,1
2018-09-10 23:28:05,1
2018-09-10 23:12:20,1
2018-09-10 22:16:33,1
2018-09-10 21:53:25,1
2018-09-10 21:42:21,1
2018-09-10 21:17:31,1
2018-09-10 21:05:46,1
2018-09-10 20:41:25,1
2018-09-10 19:42:05,1
2018-09-10 19:35:50,1
2018-09-10 19:30:39,1
2018-09-10 19:08:36,1
2018-09-10 17:39:37,1
2018-09-10 15:35:12,1
2018-09-10 14:43:54,1
2018-09-09 17:29:25,1
2018-09-09 14:18:11,1
2018-09-09 14:18:09,1
2018-09-09 14:18:07,1
2018-09-09 13:09:27,1
2018-09-08 14:52:10,1
2018-09-08 14:48:31,1
2018-09-08 14:43:38,1
2018-09-07 20:17:22,1
2018-09-07 16:37:43,1
2018-09-07 15:09:18,1
2018-09-07 14:05:55,1
2018-09-07 11:33:39,1
2018-09-06 23:06:47,1
2018-09-06 22:13:45,1
2018-09-06 18:24:26,1
2018-09-06 17:43:25,1
2018-09-06 16:41:23,1
2018-09-06 16:13:19,1
2018-09-06 11:32:22,1
2018-09-05 21:47:16,1
2018-09-05 21:39:37,1
2018-09-05 21:11:11,1
2018-09-05 18:57:59,1
2018-09-05 15:41:47,1
2018-09-05 13:22:18,1
2018-09-05 00:14:12,1
2018-09-04 22:39:38,1
2018-09-04 22:39:38,1
2018-09-04 22:01:22,1
2018-09-04 21:48:03,1
2018-09-04 21:23:34,1
2018-09-04 21:19:51,1
2018-09-04 20:59:52,1
2018-09-04 20:45:51,1
2018-09-04 20:45:49,1
2018-09-04 20:45:46,1
2018-09-04 20:01:19,1
2018-09-04 19:37:23,1
2018-09-04 18:27:25,1
2018-09-04 18:25:46,1
2018-09-04 17:06:48,1
2018-09-04 16:44:58,1
2018-09-04 14:49:24,1
2018-09-03 17:22:28,1
2018-09-03 17:05:27,1
2018-09-03 14:53:24,1
2018-09-03 14:40:25,1
2018-09-03 14:33:20,1
2018-09-03 13:54:27,1
2018-09-03 13:42:22,1
2018-09-03 13:42:19,1
2018-09-01 22:58:54,1
2018-09-01 22:58:52,1
2018-09-01 15:14:43,1
2018-09-01 15:14:41,1
2018-09-01 00:02:11,1
2018-08-31 22:08:17,1
2018-08-31 21:16:26,1
2018-08-31 20:44:40,1
2018-08-31 19:44:41,1
2018-08-31 19:28:48,1
2018-08-31 18:15:40,1
2018-08-31 16:54:43,1
2018-08-31 04:21:42,1
2018-08-31 04:21:29,1
2018-08-31 04:21:27,1
2018-08-30 20:21:27,1
2018-08-30 16:58:27,1
2018-08-30 16:28:22,1
2018-08-29 21:24:06,1
2018-08-29 21:08:45,1
2018-08-29 21:03:02,1
2018-08-29 15:55:45,1
2018-08-29 15:17:54,1
2018-08-29 14:32:02,1
2018-08-29 01:25:25,1
2018-08-28 21:22:37,1
2018-08-28 20:52:28,1
2018-08-28 18:58:25,1
2018-08-28 18:34:25,1
2018-08-28 17:29:36,1
2018-08-28 16:49:54,1
2018-08-28 03:06:35,1
2018-08-28 02:47:39,1
2018-08-27 23:11:32,1
2018-08-27 22:42:03,1
2018-08-27 22:04:04,1
2018-08-27 22:04:02,1
2018-08-27 21:17:21,1
2018-08-27 20:14:24,1
2018-08-27 18:19:28,1
2018-08-27 17:46:49,1
2018-08-27 17:25:37,1
2018-08-27 15:53:39,1
2018-08-27 15:27:34,1
2018-08-27 13:39:51,1
2018-08-26 15:41:33,1
2018-08-26 14:37:37,1
2018-08-26 14:34:25,1
2018-08-26 14:34:22,1
2018-08-26 00:47:38,1
2018-08-25 23:46:35,1
2018-08-25 15:44:32,1
2018-08-25 04:33:14,1
2018-08-25 02:10:34,1
2018-08-25 00:41:44,1
2018-08-25 00:41:20,1
2018-08-25 00:41:07,1
2018-08-25 00:41:06,1
2018-08-25 00:22:08,1
2018-08-24 17:36:42,1
2018-08-24 16:42:01,1
2018-08-24 16:10:38,1
2018-08-24 01:47:21,1
2018-08-24 01:46:18,1
2018-08-23 19:21:51,1
2018-08-23 19:01:27,1
2018-08-23 18:29:19,1
2018-08-23 18:09:24,1
2018-08-23 16:51:31,1
2018-08-23 16:13:35,1
2018-08-23 15:40:40,1
2018-08-23 15:40:38,1
2018-08-22 23:01:54,1
2018-08-22 22:26:09,1
2018-08-22 20:52:28,1
2018-08-22 20:52:26,1
2018-08-22 20:44:16,1
